,0,1,2,3,4,5,6,7,8,9
67,12332.622102703961,12053.999978877893,12202.151091505237,12502.789968731,12563.136135307896,11541.599300852868,11634.892081192778,11451.039315769074,12291.65525438313,12283.638493516482
68,12291.111722529628,12038.30239156858,12196.374208302645,12439.762028014029,12588.563859391576,11570.377996891324,11635.746380391392,11462.082752124647,12277.991040215675,12231.737948195681
69,12298.446755583722,11985.607319426064,12174.587816580126,12417.700924784403,12807.684590807861,11648.979589749337,11556.29306491654,11439.833877414156,12276.917900061244,12164.609772097578
70,12272.842310090407,12063.469817956164,12117.172767981328,12417.87816375416,12831.787405784715,11697.582433912934,11490.965092772694,11502.642967479733,12222.912723034618,12097.513181850241
71,12219.208817544026,12067.745020410943,12130.03703902578,12330.839528549743,12866.687272404804,11670.818415076777,11443.521394802508,11481.675333445166,12175.998614182026,12151.922539445248
72,12143.977660653802,12114.939938845991,12173.467868159523,12518.01785623042,12794.716495434026,11614.40926744994,11425.031066830365,11408.26987727314,12097.580956589822,12076.99575316651
73,12069.232608326496,12146.470218618875,12092.127682655668,12520.216898689887,12768.303387148186,11571.66675283899,11435.905291452986,11362.881897102872,12049.439905705563,12085.576748417468
74,12104.41683572906,12126.34274898203,12034.227488583041,12443.302757394034,12827.86806225301,11548.08982252379,11414.493359814322,11298.626642460718,12024.547193330887,12066.955847036377
75,12078.317930696092,12101.424162439624,11971.143597852235,12350.555346479929,12837.700555006102,11557.103521947669,11525.423971980277,11246.013973355644,11953.36202097342,12023.558905113066
76,12053.975511138793,12045.193882795213,11940.432027930734,12337.838013763389,12771.240334692398,11505.856515966894,11447.27771004742,11203.975783956728,11915.657841298242,12027.461002879521
77,12125.07218273871,12074.0963473194,11890.415532586185,12378.71268145135,12791.900860113576,11459.096281020407,11413.730045283735,11156.279614820309,11978.831568280204,11982.387776581649
78,12087.074189112263,12132.802738396602,11854.911317983499,12379.191438299938,12799.466960204536,11415.195475241015,11415.77667515145,11167.466759515015,11988.481750409956,11986.614149364017
79,12076.719727530317,12102.446526106914,12241.214179989709,12554.788651671131,12969.186314411634,11375.913037744695,11383.749857828961,11114.838238447992,12025.781070002946,12129.732430294907
80,12056.838863782215,12180.555885650223,12266.612669823335,12521.569066228218,12927.500045662862,11543.47700639176,11332.258013857858,11054.635800956385,12019.067934368582,12056.302791346201
81,12034.496720057836,12117.349902424756,12287.664513894953,12476.965511546794,12993.59919690999,11528.714526793185,11318.921177576063,10983.302818242077,11948.241262872169,12031.413504295231
82,12036.697584203283,12094.628258633558,12236.614204019863,12463.454885601013,13084.5110103507,11519.987163820548,11306.202216709684,11071.267253265358,11900.658672318676,12057.806752787272
83,11978.555886958415,12204.695873065073,12340.681912946546,12373.150047498446,13118.128139933733,11612.826149893512,11371.127046921083,11048.199150201262,11920.675786782565,12043.330937546329
84,11912.397016475603,12156.0291258671,12377.482267444919,12419.158555015372,13079.620470218473,11550.015253725647,11403.329605736812,11054.981660804548,11916.660286505832,12000.025305431602
85,11880.322164351826,12069.671927554637,12345.984923612912,12542.262054697518,13066.424453444428,11524.445783134544,11399.968793736001,11068.034343920894,11898.753037811808,11987.566402966439
86,11830.806668949965,12030.120492340367,12385.924532258821,12630.90661994782,13084.097894136547,11510.51157343773,11398.908227184758,11001.792182340461,11907.584900946773,11911.212503718898
87,11888.82804876111,12035.759653895884,12379.973572859104,12551.222323888767,13036.21568378214,11488.40338760748,11447.671592944736,10988.272359251847,11833.871317939938,12064.16897142485
88,11930.923109269921,12013.809161227988,12339.568857260123,12550.0671584344,13072.742104702684,11575.781191200398,11385.319039826869,10972.83390213235,11950.523885145816,12012.931115778023
89,11865.159081544018,11998.986273392095,12325.867771804462,12526.880327526058,12994.427494869939,11520.47464505558,11359.427108457894,10908.346384389775,11896.691122707743,12068.592736563161
90,11787.1685754012,11974.18913684617,12451.640807724589,12516.250908804808,12970.817378717964,11577.528022768049,11299.322453150948,10869.004367649033,11826.69322577341,11993.224856094042
91,11803.81207572082,11949.310662777592,12461.395165473818,12568.215412442274,12900.192015545466,11533.193617058343,11350.354789748782,10890.338401339699,11849.857412958669,12118.927369763092
92,11873.292731473563,12012.060397459547,12487.26590312475,12556.641284243908,12847.517113965221,11553.791544459762,11488.234171011054,10939.449108461153,11809.312610628256,12126.979090208144
93,11835.337877906231,12065.783946485928,12675.197924312752,12552.197141182403,12782.516890695806,11535.122355663527,11459.81903322611,11223.104840549717,12060.933090208797,12083.049860645528
94,11787.729708341469,12015.916244239059,12624.751703376089,12508.214632351848,12729.25901808678,11494.241032413824,11479.880136549025,11403.265341216907,12054.455649675472,12020.306232218038
95,11751.153010408903,11973.317934834784,12607.561331281138,12508.33409483254,12744.95283743432,11510.937552963656,11477.95070290345,11387.894771779132,12154.699881196715,12014.5169685099
96,11722.679118524366,11935.076714177187,12710.500790514565,12449.125528544644,12706.13111579344,11479.010284533211,11566.07704596226,11381.821042767988,12147.8260220027,12093.136058048576
97,11690.324327323666,11887.64169398225,12643.555126919659,12417.595961821458,12731.249878186713,11458.590537313834,11484.107946372449,11360.29492225786,12087.886277160986,12097.893171038426
98,11687.27610205479,11896.219165822135,12568.992263261714,12432.621983037012,12736.399286714548,11736.512340285733,11474.419170690555,11312.88972956326,12045.651118458089,12105.259098771612
99,11638.345250848057,11916.544674724033,12842.345893102045,12385.86893485901,12724.790625103045,11695.81452619085,11484.12363669223,11346.189692822953,11994.170081921844,12032.754255990347
100,11569.942221364841,11829.802928850553,12811.897012866544,12486.16935683873,12698.120621972947,11707.079840686714,11474.968489705148,11411.88973752104,12098.116798746321,12001.228676890389
101,11526.391240801382,11855.8583523832,12762.279568299438,12450.621921458405,12611.27881347381,11837.345403222474,11623.92885179367,11369.40550634105,12068.983605400104,12025.661023690413
102,11488.702146570806,11862.651089617906,12810.54339183289,12557.983709062764,12585.302725628573,11772.567327822537,11637.445395871846,11322.283423840614,12002.067473461771,12046.02560027691
103,11453.18259823803,11910.4619656321,12912.443382733274,12484.13009013425,12496.126608588515,11713.412015770273,11593.092261725687,11284.371908629224,12039.320972217532,12032.482770508379
104,11484.63040039931,11874.924589137712,12928.712104925617,12480.080995112921,12460.87508508402,11846.11504772752,11654.30122005397,11206.852465928947,12104.025969921888,12044.283607167774
105,11541.967825904163,12067.771861326277,12898.068724022889,12554.89240455473,12374.13254605811,11836.36869461085,11664.039086503277,11205.227695588135,12092.815407766728,12167.294314404498
106,11552.075293787602,12015.945498930036,12936.010329840166,12492.310271561948,12395.187063708083,11925.271600148617,11642.984688311115,11354.909406816725,12057.951960365746,12099.925916966664
107,11539.77240256711,11939.552249661501,12935.66105212373,12489.7253875756,12374.620298554624,12066.360598925305,11587.342247674216,11343.97946106211,12006.57348163645,12027.000596553195
108,11538.143520243542,11974.741808962808,12903.85468344854,12419.751723016961,12386.661392505586,12064.297723283695,11768.300254193422,11284.869257099193,12264.540754156707,12101.628597609208
109,11512.560801029289,11902.92039117911,12859.787500624672,12354.196089258274,12347.926436531985,12073.019668559875,11818.242499795968,11274.481631605284,12225.158828771559,12074.47646166831
110,11454.147822357241,11866.259413363203,12898.398175439923,12306.71498425642,12423.77567131543,12045.694534073957,11820.088820119712,11300.73065762677,12294.558689016316,12039.969995851794
111,11503.215031602289,11846.22369070161,12870.045030069912,12265.25403389434,12436.645989783096,12168.481397838437,11894.732663321629,11274.960868714228,12352.840927094305,11957.49849330933
112,11478.92748303693,11823.224796797405,12868.411047072945,12226.897150813438,12432.612832404626,12092.082801812752,11871.42396558811,11223.920455506166,12551.812687738156,12050.414620890817
113,11511.461413023344,11755.376446255967,12976.958527255174,12401.8628040217,12434.262913359635,12183.981022730313,11954.267320803961,11211.110051459142,12582.729608365307,12019.083741657027
114,11442.973386789965,11897.613552778494,12938.896358748381,12429.545215090886,12383.540563018045,12184.114598884948,11899.643769211372,11192.776934725587,12658.241282046638,11985.349230022228
115,11372.746334981206,11840.031328581175,13080.168414617166,12416.582111658205,12319.167651937225,12324.051886317078,11982.160566454822,11193.56716733691,12592.480750146518,11964.23683754388
116,11387.118654687027,11881.957636962028,13125.673402799712,12357.134561660658,12323.570410941124,12279.417567971695,12066.505793721073,11239.57831147645,12696.32525422678,11892.82225655796
117,11379.307796449915,11866.400896504321,13239.94841480182,12438.399860894384,12363.590741105889,12223.23423250819,12062.694716132573,11191.25053554199,12683.775510002733,11921.09202248096
118,11310.609762792552,12051.215593791738,13265.061099658637,12381.719393377747,12350.853135387855,12249.351580671912,12009.841242532677,11167.597009170287,12664.943541057175,11916.104288616523
119,11440.618883835241,12059.299739995024,13235.967467647173,12529.784653099367,12340.140978766602,12267.900276944994,11975.672672574234,11161.367988346477,12668.217881147053,11898.587707242095
120,11439.932807552776,12139.136514508238,13272.157107802257,12527.066406628152,12402.413246767996,12228.101022003511,11983.478309427832,11184.356089934445,12625.61081373271,11900.2322495197
121,11411.49089557167,12102.562543737462,13257.300786765483,12490.69345908998,12331.78882395975,12184.332101555707,11916.247971214274,11172.515673621043,12575.37026063815,11883.580763429027
122,11343.725054523977,12092.502879877107,13213.845372482894,12442.183204997,12353.120536104441,12119.444239543394,11854.346664759822,11218.23013322662,12609.6848664782,11936.64208865136
123,11393.99503971655,12040.41497370754,13153.646568753777,12473.73442684696,12279.353515429926,12077.331768249549,11802.545970583404,11217.589452527754,12588.588536423376,11876.596029163507
124,11469.189532756911,12054.321426068307,13100.35838682436,12546.168588056198,12223.499625029937,12015.658159113054,11801.222987068699,11151.370312822704,12537.992404496192,11857.752011091996
125,11430.210870186993,12121.255574884319,13191.829671959822,12508.639467809766,12192.388171638193,12050.541708374432,11852.762847022785,11247.511734631578,12589.250732503877,11823.39435424117
126,11374.204913793385,12257.32190604599,13147.0338288073,12493.292602651607,12157.633889429237,11999.540169585349,11778.591168417059,11206.115457484819,12550.165653921436,11850.506718131483
127,11304.600930985504,12237.975381328386,13210.887114532963,12414.328605022432,12141.107082861514,11994.54074930327,11797.771905844247,11268.779987094893,12589.513116003103,11827.497816653336
128,11317.05531298239,12187.051850387239,13174.915813522226,12384.057191009495,12124.776196964747,11932.370377472138,11741.375534684936,11361.134196537369,12588.811940072783,11843.301823921785
129,11363.477097155703,12253.75307882884,13107.686637337192,12331.738841709424,12100.230738700353,12093.070561824838,11730.81127648782,11314.65294835456,12510.4578239302,11865.562811118101
130,11357.140889600283,12256.525318104339,13073.69134302175,12383.330029073213,12102.68956440328,12024.779700722003,11718.859552667793,11249.98990735261,12450.377240652399,11866.292204588039
131,11293.985764380695,12176.752949806736,12996.785332517491,12438.17480099909,12104.614588489396,12000.014038955816,11704.725490405357,11222.481059263735,12405.073034231009,11791.993704834644
132,11339.218550970816,12142.62529539228,12959.974042992142,12508.707112221424,12113.178891530326,11954.447823267401,11646.405944850807,11185.033437327422,12407.815055486504,11769.94086659
133,11476.19095123101,12093.70253736177,12913.177007231423,12488.631675741677,12123.183253251622,11939.63975379594,11659.418428906985,11207.318661952531,12414.989253986894,11731.955478438807
134,11510.874923739657,12055.703579116194,12903.420111704254,12481.121742917407,12062.029829706604,11989.827831082854,11603.724893348575,11130.338438855004,12370.843208809176,11776.441728186033
135,11622.304263650896,12062.443545838241,12971.498468763042,12407.533887516653,12058.051904007481,12080.961561084185,11581.833394047691,11139.943599523409,12545.523246853061,11789.055284340586
136,11755.232936997123,12138.108583102414,12951.871653140377,12373.133041347028,12052.753240100246,12105.294006411119,11635.399513352493,11098.69538332806,12536.003416631254,11744.402165891006
137,11807.690342150256,12204.431162360139,12927.893284087946,12339.545461642427,12091.011686492684,12046.712094965835,11813.259395751487,11037.380468068803,12533.826232077436,11770.2007290128
138,11832.228709778985,12273.101625858228,12867.107782920732,12485.046874497997,12041.687427422694,12001.520464298646,11996.100874655234,11029.368786480769,12491.813755211717,11742.353127274033
139,11812.517424672496,12254.536386840746,13014.079963544584,12511.082205185981,12021.020524603407,11975.156158993785,11930.784074668265,10989.730164023627,12643.957044265164,11943.217326165104
140,11805.146272634529,12293.329777409346,12990.632001232138,12475.99234427341,11993.809233252063,12171.305750808571,11862.136064873728,11045.844474173851,12636.088774381911,11867.896805639284
141,11765.812026741682,12429.011520145657,12930.063593152092,12491.269216735565,11962.257807272867,12116.604146593785,11889.38132950341,11068.278044942275,12633.596478777547,11844.31659010268
142,11769.360049965166,12366.070349312336,12950.137918640185,12488.95883032221,11926.311793029961,12084.852119900252,11839.339751778358,11025.402458451787,12626.309799019211,11811.337317652722
143,11816.271976356029,12452.840837201044,12918.559226281503,12457.350065425842,12126.076697962788,12064.772882815587,11985.582862674182,11036.840520260535,12556.92345288441,11748.949008873487
144,11819.900413903788,12398.990815591871,12854.695988609412,12507.539407999511,12075.102850154803,12148.228185247246,11927.387155668714,11010.043598796261,12575.279155773394,11729.221489134476
145,11862.490478342997,12452.6313558901,12818.086352761193,12505.103781802756,12078.033865148322,12180.313485345752,11979.421344000524,11203.63279096011,12504.88358894683,11825.177509717836
146,11849.86903247439,12410.538718826236,12819.031388048805,12467.82876316392,12200.544514358166,12210.65147379129,11915.485130995654,11159.219105612541,12622.945858018384,11921.334719257144
147,11817.717155394806,12474.42433006522,12791.00841004066,12421.594821214105,12354.784277827017,12160.213030682851,11892.834711790534,11203.326245132981,12605.850007790852,12076.403974358174
148,11759.429536459416,12536.062435786538,12793.986691964847,12379.515124017393,12340.123551177061,12137.697469177876,11905.645201276926,11221.663657784351,12524.085936985866,12103.296856821074
149,11806.657458293332,12480.331423872389,12731.116689789995,12310.319110399081,12348.80571295342,12134.521928119028,11885.60994031665,11185.461983662155,12622.998965786797,12085.786718191437
150,11788.131417516059,12434.607437954171,12672.407442042837,12255.98820080101,12318.803228085992,12163.596845981365,11861.195852736155,11136.412476309957,12609.665411411701,12277.518103409968
151,11741.548613042734,12390.44753424561,12624.202950242961,12240.908315399602,12263.702962606802,12288.223556362402,11827.059066377198,11122.863778468494,12562.831271203222,12335.79771412462
152,11723.747994448251,12447.5873740796,12558.325262641763,12345.011614607769,12305.930477736916,12258.13097278378,11786.36910400213,11082.927594256476,12542.55942271826,12287.739151498618
153,11740.10795325361,12469.236606344508,12703.810273961191,12389.723313875373,12245.92219395852,12229.889292330638,11741.84242244952,11238.49378047196,12490.962110518589,12256.155037705916
154,11744.35598590449,12479.60593091593,12658.467572476477,12337.720481689501,12303.449714508723,12167.90202720574,11742.393388780001,11162.833113179124,12526.118408256045,12243.831872881226
155,11710.076357506483,12609.096935510988,12691.54601544138,12287.524495185575,12251.11062863736,12105.754684377662,11741.269003593512,11155.077998330624,12494.228217819287,12264.548559310271
156,11674.080012076556,12642.317601093735,12744.792478712227,12290.97565191657,12179.207763046956,12076.791182932297,11690.953821205576,11130.166170284263,12470.017106735295,12447.069185286007
157,11622.329094896022,12618.045736305383,12718.278185324134,12312.757003270215,12126.405286837791,12113.749543759785,11660.419844479668,11169.37591080668,12511.75194069757,12391.214754063529
158,11587.592961770168,12580.014957638043,12687.477985336422,12246.928652820421,12150.491952616614,12057.721120240813,11671.94238700526,11237.193007550382,12505.790938914468,12319.857227960296
159,11806.390825527014,12539.762884315604,12677.586362423152,12228.03439861488,12135.848790832799,12065.693938593984,11734.103308355507,11233.983035303218,12507.214295250385,12389.80774761019
160,11730.414169074553,12549.657256447006,12709.252892178327,12247.304685975403,12226.31368782551,12115.252405550313,11766.291051228585,11213.437674126944,12597.976143091115,12329.986037006565
161,11733.003323569728,12501.417483414672,12702.496761188795,12280.458875595019,12167.942348465318,12055.183513070726,11788.202077691822,11176.945471561625,12562.959243516068,12339.47508175872
162,11707.453967482943,12451.021724848208,12680.37215220338,12330.326098408637,12150.434449194816,12139.089795620128,11738.26137718042,11179.6345200811,12560.80990834788,12511.903788801086
163,11664.481919042475,12477.274246702558,12705.829755588693,12403.662251042777,12102.484762684187,12160.448543049954,11729.182581860508,11256.676373139207,12549.51674252174,12564.224040088066
164,11751.117343377282,12546.895063824262,12631.060312818601,12473.357528090697,12060.180404309818,12099.84185741381,11721.562700937262,11202.618645555109,12475.109150902212,12513.49263693806
165,11702.164524896018,12667.81468816588,12564.578069625975,12413.833847172791,12091.976907020324,12076.788916606038,11657.986062599957,11269.41328494392,12432.451553381707,12640.723229660352
166,11740.738150433706,12644.247567672996,12568.507714095116,12354.773873112399,12065.020602819497,12074.358637712563,11613.688758756929,11321.47680929351,12360.421450046637,12616.680911006863
167,11800.107120030207,12665.850140469462,12501.0635502524,12441.665173286343,12059.879461733046,12092.132076893395,11549.63077547026,11291.999089139135,12380.969056190257,12590.028442741052
168,11845.13615786477,12628.014251650971,12569.19535970951,12483.75339023969,12037.93206433843,12105.517865631298,11540.636836872212,11254.418988555844,12418.152075274946,12556.410072566881
169,11949.695194395039,12637.289645947498,12514.040072016338,12407.267887166392,12049.389234367596,12093.014169013823,11505.309058594137,11230.094779449728,12384.941592465002,12578.511621094434
